Titre,URL
"Vente d’actions : pourquoi vaut-il mieux convenir de dispositions en matière de paiement ?Impôt des sociétésVous possédez une entreprise et avez vendu un important paquet d’actions à votre fils. Plusieurs années plus tard, un différend surgit, parce que le paiement n’a pas été effectué. Vous vous demandez si votre créance est prescrite, et ce que vous pouvez faire.22.12.2025",https://compta.webwin.be/tax-dosier-of-the-month/vente-dactions-pourquoi-vaut-il-mieux-convenir-de-dispositions-en-matiere-de-paiement
"Un smartphone comme cadeau de Noël de votre société?Impôt des sociétés, Impôts des personnes physiquesUne SRL peut acheter un smartphone que vous utiliserez tant à des fins professionnelles que privées.18.12.2025",https://compta.webwin.be/newsletter-by-email/un-smartphone-comme-cadeau-de-noel-de-votre-societe
"Pas de majoration d'impôt de 10% sur les impositions d'avant le 29 juillet 2025?Impôt des sociétés, Impôts des personnes physiquesComme déjà communiqué précédemment, une première erreur commise de bonne foi ne sera plus sanctionnée par une majoration d’impôt de 10 % pour les impositions enrôlées depuis le 29 juillet 2025.18.12.2025",https://compta.webwin.be/new-flashes/pas-de-majoration-dimpot-de-10-sur-les-impositions-davant-le-29-juillet-2025
"Encore investir à la fin de l'année via votre société?Impôt des sociétésSi votre bénéfice pour 2025 est plus élevé que prévu, il peut sembler logique d’effectuer encore en 2025 un investissement prévu pour 2026, mais ce n’est pas toujours aussi intéressant fiscalement.18.12.2025",https://compta.webwin.be/newsletter-by-email/encore-investir-a-la-fin-de-lannee-via-votre-societe
"Réception de fin d'année pour les clientsImpôts - TVA, Impôt des sociétésAller dîner au restaurant avec un client pour le Nouvel An ou plutôt organiser une réception de fin d’année avec un service traiteur ? Pour le fisc, ce n’est pas la même chose : les frais de restaurant et les frais de réception sont traités différemment, tant en impôts sur les revenus qu’en TVA.18.12.2025",https://compta.webwin.be/new-flashes/reception-de-fin-dannee-pour-les-clients
"Retirer de l’argent de votre société via l’octroi de dividendesImpôt des sociétésUn dividende, c’est la rémunération accordée à l’actionnaire pour ses « apports » en argent ou en nature.18.12.2025",https://compta.webwin.be/monthly-ligthing-on/retirer-de-largent-de-votre-societe-via-loctroi-de-dividendes
"La majoration tarifaire pour dépôt tardif des comptes annuels est indexée à compter du 01.01.2026Impôt des sociétésEn principe, les comptes annuels d’une société doivent être déposés auprès de la Banque nationale de Belgique dans les 30 jours suivant leur approbation par l’assemblée générale et au plus tard sept mois après la date de clôture de l’exercice.14.12.2025",https://compta.webwin.be/newsletter-by-email/la-majoration-tarifaire-pour-depot-tardif-des-comptes-annuels-est-indexee-a-compter-du-01012026
"SCE 2.0 : nouvelle tolérance jusqu'au 31.03.2026Impôts - TVAPour les (nouveaux) établissements horeca qui doivent utiliser un système de caisse enregistreuse (SCE) mais n’en disposent pas encore, l’installation obligatoire du nouveau SCE 2.0 est à nouveau reportée.  Cette obligation avait déjà été reportée au 1er janvier 2026, mais la tolérance est désormais prolongée jusqu’au 31 mars 2026.14.12.2025",https://compta.webwin.be/new-flashes/sce-20-nouvelle-tolerance-jusquau-31032026
"Echéances à l'impôt des sociétés en cas d'exercice comptable décaléImpôt des sociétésSi votre exercice comptable ne se termine pas le 31 décembre, vous avez un exercice décalé. Pour un exercice décalé, l’exercice d’imposition est l’année civile au cours de laquelle l’exercice se clôture; si votre exercice se termine le 30 septembre 2025, l’exercice d’imposition est 2025.11.12.2025",https://compta.webwin.be/newsletter-by-email/echeances-a-limpot-des-societes-en-cas-dexercice-comptable-decale
"Tarif remboursement de l'électricité utilisée pour la recharge à domicile pour le Q1/2026Impôts des personnes physiquesSi vous recevez une indemnité de votre société/employeur pour la recharge à domicile du véhicule de société électrique, vous êtes en principe imposé sur un avantage de toute nature à l'IPP.11.12.2025",https://compta.webwin.be/new-flashes/tarif-remboursement-de-lelectricite-utilisee-pour-la-recharge-a-domicile-pour-le-q12026
"Droits de vente réduits en Wallonie : nouveaux montants pour 2026En Région wallonne, vous pouvez bénéficier d’un droit d’enregistrement réduit de 6% au lieu de 12,5 % pour l’achat de petites propriétés rurales (biens immeubles destinés ou utilisés pour l’exploitation agricole).05.12.2025",https://compta.webwin.be/newsletter-by-email/droits-de-vente-reduits-en-wallonie-nouveaux-montants-pour-2026
"Les comptes de l'État belge déménagent : pas de virements du 12 au décembre 2025Impôt des sociétés, Impôts des personnes physiquesBNP Paribas Fortis reprendra, le week-end des 13 et 14 décembre 2025, les comptes de l’État fédéral (les comptes sur lesquels vous payez par exemple des amendes routières ou versez votre précompte professionnel mensuel) à Bpost.05.12.2025",https://compta.webwin.be/new-flashes/les-comptes-de-letat-belge-demenagent-pas-de-virements-du-12-au-decembre-2025
"Facturation électronique obligatoire : tolérance pendant les 3 premiers mois de 2026Impôts - TVAÀ partir du 1er janvier 2026, les entreprises belges assujetties à la TVA doivent s’envoyer entre elles (B2B) des factures électroniques via le réseau Peppol.05.12.2025",https://compta.webwin.be/new-flashes/facturation-electronique-obligatoire-tolerance-pendant-les-3-premiers-mois-de-2026
"Versements anticipés : extraits erronés reçus le 26 novembre, aucune démarche à faire!Impôt des sociétés, Impôts des personnes physiquesLe SPF Finances informe qu’il a envoyé des extraits incomplets des versements anticipés via MyMinfin le mercredi 26 novembre.02.12.2025",https://compta.webwin.be/newsletter-by-email/versements-anticipes-extraits-errones-recus-le-26-novembre-aucune-demarche-a-faire
Comment traiter un compte courant en cas de divorce ?Impôt des sociétésQuel conjoint doit régler (ou se voir attribuer) le compte courant (C/C) en cas de divorce ? Et qu’advient-il en cas d’augmentation ou de diminution de ce compte pendant la procédure de divorce ?30.11.2025,https://compta.webwin.be/tax-dosier-of-the-month/comment-traiter-un-compte-courant-en-cas-de-divorce
"Retirer de l’argent de votre société via un prélèvement en compte courantImpôts - TVA, Impôt des sociétés, Impôts des personnes physiquesUn prélèvement en compte courant signifie que vous prélevez des liquidités dans la caisse de votre société à des fins privées, sans considérer ce prélèvement p.ex. comme une rémunération ou une indemnité de frais30.11.2025",https://compta.webwin.be/monthly-ligthing-on/retirer-de-largent-de-votre-societe-via-un-prelevement-en-compte-courant
"Accorder une réduction au personnel, mais dans certaines limitesSocial, Impôt des sociétés, Impôts des personnes physiquesAccorder une réduction au personnel signifie que les travailleurs peuvent acheter vos produits ou services à prix réduit.28.11.2025",https://compta.webwin.be/newsletter-by-email/accorder-une-reduction-au-personnel-mais-dans-certaines-limites
"Encore investir en fin d'année via votre entreprise unipersonnelle?Impôts des personnes physiquesVos bénéfices pour 2025 s’annoncent-ils plus élevés que prévu ? Dans ce cas, il peut être intéressant d’effectuer encore 2025, via votre entreprise individuelle, un investissement que vous aviez prévu pour 2026.28.11.2025",https://compta.webwin.be/new-flashes/encore-investir-en-fin-dannee-via-votre-entreprise-unipersonnelle
"Déduction TVA d’un achat effectué dans le passéImpôts - TVASi vous ne devenez assujetti à la TVA qu’après avoir acheté un bien, la TVA sur cet achat n’est en principe plus déductible, pas même partiellement. Si, au moment de l’achat, vous étiez assujetti à la TVA et que vous utilisiez le bien à des fins privées, vous pouvez récupérer ultérieurement une partie de la TVA due à l’achat une fois que l’usage professionnel débute.27.11.2025",https://compta.webwin.be/newsletter-by-email/deduction-tva-dun-achat-effectue-dans-le-passe
"Restaurant le soir/week-end déductible?Impôts - TVA, Impôt des sociétés, Impôts des personnes physiquesLes frais de restaurant avec des clients sont considérés comme des frais professionnels et sont déductibles à concurrence de 69 % à l’impôt sur les revenus (art. 53, 8bis° CIR 92). Vous devez toutefois démontrer qu’il s’agit de repas d’affaires et non d’une visite privée.27.11.2025",https://compta.webwin.be/new-flashes/restaurant-le-soirweek-end-deductibles
Cotisation à charge des sociétés 2025 : à payer pour le 31.12.2025 au plus tardSocialLa cotisation à charge des sociétés est la cotisation annuelle que votre société doit payer à la caisse d’assurances sociales. Elle est fiscalement déductible en tant que frais professionnels.21.11.2025,https://compta.webwin.be/new-flashes/cotisation-a-charge-des-societes-2025-a-payer-pour-le-31122025-au-plus-tard
"Frais de bureau à domicile comme frais professionnels?Impôt des sociétés, Impôts des personnes physiquesEn tant que dirigeant d’entreprise, utilisez-vous une partie de votre habitation comme bureau pour votre société ? Dans ce cas, au lieu de la louer à votre société ou de faire verser par votre société une indemnité de frais à cet effet, vous pouvez déduire ces frais de votre rémunération.21.11.2025",https://compta.webwin.be/new-flashes/frais-de-bureau-a-domicile-comme-frais-professionnels
"Dès 2026, plus d'exonération de la TMC pour les nouveaux véhicules électriques en FlandreImpôt des sociétés, Impôts des personnes physiquesÀ partir du 1er janvier 2026, en Flandre, l’exonération de la taxe de mise en circulation (TMC) et de la taxe de circulation annuelle disparaît pour les voitures électriques et à hydrogène nouvellement immatriculées. Ceux qui immatriculent avant cette date conservent l’exonération.21.11.2025",https://compta.webwin.be/newsletter-by-email/des-2026-plus-dexoneration-de-la-tmc-pour-les-nouveaux-vehicules-electriques-en-flandre
"Majoration d'impôt possible si déclaration en retardImpôt des sociétés, Impôts des personnes physiquesDepuis le 29 juillet 2025, vous ne recevez en principe plus de majoration d’impôt pour une première infraction si vous avez agi de bonne foi; cette bonne foi est en outre présumée.21.11.2025",https://compta.webwin.be/newsletter-by-email/majoration-dimpot-possible-si-declaration-en-retard
Démolition et reconstruction à 6% de TVA : formulaires disponibles !Impôts - TVALe régime permanent permettant de bénéficier du taux réduit de 6% de TVA en cas de démolition et reconstruction est entré en vigueur le 1er juillet 2025.14.11.2025,https://compta.webwin.be/new-flashes/demolition-et-reconstruction-a-6-de-tva-formulaires-disponibles
Taxe communale : votre lieu de résidence au 1er janvier détermine le montant que vous payezImpôts des personnes physiquesLa taxe communale varie d'une commune à l'autre et est redéfinie chaque année. Votre lieu de résidence officiel au 1er janvier de l'exercice d'imposition détermine le taux que vous payez.14.11.2025,https://compta.webwin.be/newsletter-by-email/taxe-communale-votre-lieu-de-residence-au-1er-janvier-determine-le-montant-que-vous-payez
"Cadeau de fin d'année pour vos travailleurs inétressants fiscalementImpôt des sociétés, Impôts des personnes physiquesAvec la fin de l’année qui approche, vous pouvez faure plaisir à vos travailleurs vec un cadeau allant jusqu’à 40 € sans devoir payer d’impôts ou de cotisations sociales sur ce montant.14.11.2025",https://compta.webwin.be/newsletter-by-email/cadeau-de-fin-dannee-pour-vos-travailleurs-inetressants-fiscalement
"Exemption des droits de succession sur le logement familial au sens largeImpôts - Héritage et donationsLorsque votre partenaire (conjoint ou cohabitant légal) décède, vous ne payez pas de droits de succession sur le logement familial en Belgique (Flandre, Bruxelles et Wallonie).14.11.2025",https://compta.webwin.be/new-flashes/exemption-des-droits-de-succession-sur-le-logement-familial-au-sens-large
"Facture papier reçue en 2026 : quid de la déduction de la TVA et de la déduction de frais ?Impôts - TVAÀ partir de 2026, les assujettis belges à la TVA devront obligatoirement transmettre leurs factures électroniques via le réseau Peppol. Si vous recevez quand même une facture papier ou une facture PDF de votre fournisseur, cela peut poser des problèmes pour la déduction de la TVA.07.11.2025",https://compta.webwin.be/new-flashes/facture-non-electronique-recue-en-2026-quid-de-la-deduction-de-la-tva-et-de-la-deduction-de-frais
"Encore acheter une voiture ""non électrique"" avec votre société en 2025?Impôt des sociétésEnvisagez-vous d’acheter, avec votre société, une voiture qui n’est pas entièrement électrique et de déduire les frais à l’impôt des sociétés ? Alors, il faut agir vite : seuls les véhicules pour lesquels le bon de commande est signé avant le 1er janvier 2026 continueront à être déductibles.07.11.2025",https://compta.webwin.be/newsletter-by-email/encore-acheter-une-voiture-non-electrique-avec-votre-societe-en-2025
"Donner en location votre logement à votre société et lui faire payer les travaux d'aménagementImpôt des sociétésEnvisagez-vous de louer une partie de votre habitation à votre société pour un usage professionnel, par exemple comme espace de bureau? Des travaux d’aménagement devant encore être réalisés, il peut être intéressant de faire supporter ces frais par votre société.07.11.2025",https://compta.webwin.be/newsletter-by-email/donner-en-location-votre-logement-a-votre-societe-et-lui-faire-payer-les-travaux-damenagement
"Assouplissement rétroactif des conditions relatives à l'indemnité journalière à l'étrangerImpôt des sociétés, Impôts des personnes physiquesDans une circulaire récente relative à l'indemnité journalière à l'étranger (Circ. 2025/C/70, 27.10.2025), les règles relatives à la durée du déplacement professionnel et au traitement des jours de départ et de retour ont été modifiées. Ces modifications s'appliquent rétroactivement à compter du 1er janvier 2025.06.11.2025",https://compta.webwin.be/new-flashes/assouplissement-retroactif-des-conditions-relatives-a-lindemnite-journaliere-a-letranger
"Documents du SPF Finances que par voie numérique pour les entreprises via e-Box EnterpriseImpôt des sociétés, Impôts des personnes physiquesÀ partir du 1er novembre 2025, les entreprises recevront leurs documents du SPF Finances uniquement par voie numérique dans leur e-Box Enterprise. Cette boîte aux lettres numérique sécurisée est spécialement destinée à la communication entre votre entreprise et les institutions publiques.31.10.2025",https://compta.webwin.be/new-flashes/que-des-documents-du-spf-finances-par-voie-numerique-pour-les-entreprises-via-e-box-enterprise
"Se débarrasser d’une dette en C/C sans remboursement : salaire, dividende ou réduction du capital ?Impôt des sociétésVous avez une dette importante sur votre compte courant (C/C). Vous aimeriez la liquider sans la rembourser effectivement, et de préférence avec le coût fiscal le plus bas possible. Quelles sont vos options ?31.10.2025",https://compta.webwin.be/tax-dosier-of-the-month/se-debarrasser-dune-dette-en-cc-sans-remboursement-salaire-dividende-ou-reduction-du-capital
"Messages suspects du SPF Finances? Attention!Impôts des personnes physiquesNous constatons à nouveau que de faux messages circulent par e-mail, téléphone, SMS ou WhatsApp, affirmant que votre déclaration à l'impôt des personnes physiques (IPP) n’a pas encore été introduite, que vous avez une dette ou, au contraire, que vous avez droit à un remboursement.30.10.2025",https://compta.webwin.be/newsletter-by-email/messages-suspects-du-spf-finances-attention
Déclaration IPP revenus spécifiques 2024 (EI 2025) : report au 07.11.2025!Impôts des personnes physiquesLe ministre des Finances Jan Jambon a annoncé le 29 octobre 2025 qu’un nouveau report est accordé pour les déclarations à l'impôt des personnes physiques (IPP) lorsqu’il y a des revenus spécifiques à déclarer.30.10.2025,https://compta.webwin.be/new-flashes/declaration-ipp-revenus-specifiques-2024-ei-2025-report-au-07112025
"Reprendre la voiture (amortie) de votre sociétéImpôt des sociétés, Impôts des personnes physiquesVotre société dispose d'une voiture qui, après 5 ans, est totalement amortie? Vous pouvez la reprendre pour vous, à titre personnel.30.10.2025",https://compta.webwin.be/newsletter-by-email/reprendre-la-voiture-amortie-de-votre-societe
"Versements anticipés par votre société pour le 22 décembre 2025?Impôt des sociétésUn versement anticipé, étant une avance sur l'impôt des sociétés finalement dû que votre société doit payer, n'est pas obligatoire.23.10.2025",https://compta.webwin.be/newsletter-by-email/versements-anticipes-par-votre-societe-pour-le-22-decembre-2025
"Remboursement d'impôt année de revenus 2024 et AERImpôts des personnes physiquesSi votre gestionnaire de dossier vous a informé que vous avez droit à un remboursement d’impôt pour votre déclaration à l’impôt des personnes physiques concernant l’année de revenus 2024 (exercice d’imposition 2025), vous vous demandez sûrement quand et comment ce remboursement aura lieu.23.10.2025",https://compta.webwin.be/new-flashes/remboursement-dimpot-annee-de-revenus-2024-et-aer
"Cadeaux de fin d’année fiscalement intéressants pour les partenaires commerciauxImpôt des sociétés, Impôts des personnes physiquesLes cadeaux de fin d’année offerts aux clients ne sont déductibles comme frais professionnels qu’à hauteur de 50 %, et la TVA n’est entièrement déductible que si vous restez dans les limites prévues.23.10.2025",https://compta.webwin.be/new-flashes/cadeaux-de-fin-dannee-fiscalement-interessants-pour-les-partenaires-commerciaux
"Location d’une maison de vacances : activité privée ou professionnelle ?Impôts des personnes physiquesLa location d’une maison de vacances n’est en général pas considérée comme une activité professionnelle, sauf si vous proposez des services supplémentaires.23.10.2025",https://compta.webwin.be/newsletter-by-email/location-dune-maison-de-vacances-activite-privee-ou-professionnelle
Épargne-pension : pourquoi verser davantage rapporte parfois moinsImpôts des personnes physiquesLes personnes qui versent plus de 1 050 € dans le cadre de l''épargne-pension en 2025 pourraient bénéficier d'un avantage fiscal moins important à l'IPP. Un versement plus élevé n'entraine ainsi pas automatiquement un avantage fiscal plus important.16.10.2025,https://compta.webwin.be/new-flashes/epargne-pension-pourquoi-verser-davantage-rapporte-parfois-moins
"Au restaurant avec votre personnel pour la Saint-Nicolas ou NoëlImpôts - TVA, Impôt des sociétésEn tant qu'employeur, vous pouvez offrir chaque année à vos employés un repas au restaurant pour la Saint-Nicolas, Noël ou le Nouvel An. D'un point de vue fiscal, ce type de repas est considéré comme une fête du personnel.16.10.2025",https://compta.webwin.be/newsletter-by-email/op-restaurant-met-uw-personeel-voor-sinterklaas-of-kerst-1
"Vérifiez dès maintenant si vos cotisations sociales pour 2025 sont encore correctes !SocialEn octobre, vous recevrez de votre caisse d'assurances sociales un décompte des cotisations sociales provisoires pour le quatrième trimestre 2025. Vous pouvez vérifier si ce montant correspond toujours à vos revenus réels.16.10.2025",https://compta.webwin.be/new-flashes/verifiez-des-maintenant-si-vos-cotisations-sociales-pour-2025-sont-encore-correctes
"Dirigeant d'entreprise (société) : indemnité forfaitaire de fraisImpôts des personnes physiquesUne indemnité forfaitaire de frais, c’est en fait le remboursement par votre société de dépenses que vous avez personnellement exposées, alors qu’elles lui incombaient en fait.14.10.2025",https://compta.webwin.be/monthly-ligthing-on/dirigeant-dentreprise-societe-indemnite-forfaitaire-de-frais
"Titre-service : dans chaque région, des règles et des avantages...Impôts des personnes physiquesAvec les titres-services, vous pouvez payer une aide-ménagère pour des tâches telles que le nettoyage, le repassage et les courses. Attention : vous ne pouvez les utiliser que pour des besoins privés, donc pas pour votre bureau ou votre espace professionnel.14.10.2025",https://compta.webwin.be/newsletter-by-email/titre-service-dans-chaque-region-des-regles-et-des-avantages
"Indemnité kilométrique légèrement indexée depuis le 01.10.2025Impôt des sociétés, Impôts des personnes physiquesSi un dirigeant d'entreprise ou un salarié effectue des déplacements professionnels avec sa propre voiture, moto ou mobylette, il peut recevoir une indemnité forfaitaire de la part de sa société ou de son employeur.10.10.2025",https://compta.webwin.be/new-flashes/indemnite-kilometrique-legerement-indexee-depuis-le-01102025
"Les frais de stationnement via l'application 4411 sont déductibles à l'impôt des sociétésImpôt des sociétésSi vous payez des frais de stationnement avec l'application 4411, les mêmes règles fiscales que celles pour d’autres modes de paiement sont d’application. Attention toutefois : ces frais ne sont généralement que partiellement déductibles10.10.2025",https://compta.webwin.be/newsletter-by-email/les-frais-de-stationnement-via-lapplication-4411-sont-deductibles-a-limpot-des-societes
"Déclarations ISoc, IPM et INR-sociétés : délai à nouveau prolongé !Impôt des sociétésLe 7 octobre 2025, l'administration fiscale a annoncé sur son site web qu'elle accordait un nouveau report pour les déclarations ISoc, IPM et INR-sociétés.09.10.2025",https://compta.webwin.be/new-flashes/declarations-isoc-ipm-et-inr-societes-delai-a-nouveau-prolonge
"Le ""logement propre et unique"" est apprécié par individu en cas de démolition et reconstructionImpôts - TVADepuis le 1er juillet 2025, la manière dont est appréciée la condition de « logement propre et unique » a changé. Il s’agit de l’une des conditions pour pouvoir bénéficier du taux réduit de TVA de 6 % en cas de démolition et reconstruction.09.10.2025",https://compta.webwin.be/newsletter-by-email/le-logement-propre-et-unique-est-apprecie-par-individu-en-cas-de-demolition-et-reconstruction
Report de la chaine TVA : précisionsImpôts - TVALes mesures de la chaine TVA censées entrer en vigueur le 1er octobre 2025 sont reportées jusqu’à nouvel ordre. Le SPF Finances vient de publier une circulaire (2025/C/62) précisant les mesures visées par le report. Quels sont les points les plus importants à retenir ?03.10.2025,https://compta.webwin.be/new-flashes/report-de-la-chaine-tva-precisions
"Attestation de non-activité sur MyMinfinSocial, Impôt des sociétésLa cotisation à charge des sociétés est la cotisation annuelle que doit payer votre société à la caisse d’assurances sociales.03.10.2025",https://compta.webwin.be/newsletter-by-email/attestation-de-non-activite-sur-myminfin
"Peppol si je n’ai que des clients particuliers ?Impôts - TVAÀ partir du 1er janvier 2026, la facturation électronique via Peppol sera obligatoire pour toutes les entreprises assujetties à la TVA.30.09.2025",https://compta.webwin.be/newsletter-by-email/peppol-si-je-nai-que-des-clients-particuliers
"Déclarations ISoc, IPM et INR : délai de déclaration légèrement prolongé !Impôt des sociétésLe 29 septembre 2025, l'administration fiscale a annoncé sur son site web qu'elle accordait un report pour les déclarations fiscales suivantes : ISoc, IPM, INR-sociétés.30.09.2025",https://compta.webwin.be/new-flashes/declarations-isoc-ipm-et-inr-delai-de-declaration-legerement-prolonge
"Travailleur et indemnité de frais forfaitaireImpôts des personnes physiquesUne indemnité de frais représente en principe un remboursement par l’employeur de dépenses effectuées par le travailleur, alors que c’était en fait l’employeur qui aurait dû les effectuer.30.09.2025",https://compta.webwin.be/monthly-ligthing-on/travailleur-et-indemnite-de-frais-forfaitaire
La Région wallonne reprendra la gestion des droits de succession et des droits d'enregistrement dès 2028Impôts - Héritage et donationsLe Parlement wallon a approuvé le 4 septembre 2025 le décret ratifiant la décision de reprise par la Région wallonne du SPF Finances du service de l'impôt concernant les droits de succession et les droits d'enregistrement.26.09.2025,https://compta.webwin.be/newsletter-by-email/la-region-wallonne-reprendra-la-gestion-des-droits-de-succession-et-des-droits-denregistrement-des-2028
"IPP : enfant né en 2025 = enfant à charge pour 2024 ?Impôts des personnes physiquesVous, contribuable, avez droit à une quotité exemptée d’impôt dans votre déclaration IPP.23.09.2025",https://compta.webwin.be/newsletter-by-email/ipp-enfant-ne-en-2025-enfant-a-charge-pour-2024
"Flandre : modifications concernant les droits de successionImpôts - Héritage et donationsDans sa « déclaration de septembre » du 22 septembre 2025, le gouvernement flamand a annoncé un certain nombre de modifications concernant les droits de succession.23.09.2025",https://compta.webwin.be/new-flashes/flandre-modifications-concernant-les-droits-de-succession
"Renouvellement des plaques ""marchand"" : à demander pour le 28.02.2026Impôts - TVALes garagistes ou autres revendeurs de véhicules doivent renouveler la validité de leur plaque marchand chaque année.22.09.2025",https://compta.webwin.be/new-flashes/renouvellement-des-plaques-marchand-a-demander-pour-le-28022026
Trop de versements anticipés par votre société?Impôt des sociétésVotre société effectue en principe des versements anticipés (VA) tous les trois mois afin d’éviter un accroissement d’impôt. Quid si votre société a fait trop de VA ?19.09.2025,https://compta.webwin.be/newsletter-by-email/trop-de-versements-anticipes-par-votre-societe
La procédure de restitution d’un crédit de TVA actuelle reste d’applicationImpôts - TVAVous avez entendu que la chaine TVA est partiellement reportée…19.09.2025,https://compta.webwin.be/new-flashes/la-procedure-de-restitution-dun-credit-de-tva-actuelle-reste-dapplication
Comment demander la réduction du précompte immobilier en Wallonie et à Bruxelles?Impôts des personnes physiquesVous avez probablement récemment reçu votre avertissement-extrait de rôle relatif à votre précompte immobilier. Vous pouvez parfois obtenir une réduction de ce précompte. Comment procéder?16.09.2025,https://compta.webwin.be/new-flashes/comment-demander-la-reduction-du-precompte-immobilier-en-wallonie-et-a-bruxelles-1
"Quel taux de TVA sur l’entretien annuel de votre chaudière au gaz ?Impôts - TVAUne des mesures TVA du gouvernement Arizona est la hausse du taux de TVA à 21%, depuis le 29 juillet 2025 sur la livraison avec installation d’une chaudière au gaz ou au mazout.16.09.2025",https://compta.webwin.be/newsletter-by-email/quel-taux-de-tva-sur-lentretien-annuel-de-votre-chaudiere-au-gaz
"Le fisc peut refuser la déduction de pertes anciennes, même sans commentaires préalablesImpôt des sociétésMême si l'administration fiscale n'a formulé aucune remarque lors de la déclaration d'une certaine année, elle peut néanmoins décider ultérieurement de refuser la déduction d'une perte reportée. Ce n'est donc pas parce que la perte n'a pas été contestée dans le passé que vous êtes automatiquement certain de pouvoir la déduire.11.09.2025",https://compta.webwin.be/new-flashes/le-fisc-peut-refuser-la-deduction-de-pertes-anciennes-meme-sans-commentaires-prealables
